gene_id,tot_exon_len,HOG,scaf_name,scaf_len,M_F_mode,chr_soft,chr_hard,Tpa_SF_HD_Md_Re1,Tpa_SF_HD_Md_Re2,Tpa_SF_HD_Md_Re3,Tpa_SF_LG_Md_Re1,Tpa_SF_LG_Md_Re2,Tpa_SF_LG_Md_Re3,Tpa_SF_RT_Md_Re1,Tpa_SF_RT_Md_Re2,Tpa_SF_RT_Md_Re3,Tpa_SF_WB_Md_Re1,Tpa_SF_WB_Md_Re2,Tpa_SF_WB_Md_Re3,Tpa_SM_HD_Md_Re1,Tpa_SM_HD_Md_Re2,Tpa_SM_HD_Md_Re3,Tpa_SM_LG_Md_Re1,Tpa_SM_LG_Md_Re2,Tpa_SM_LG_Md_Re3,Tpa_SM_RT_Md_Re1,Tpa_SM_RT_Md_Re2,Tpa_SM_RT_Md_Re3,Tpa_SM_WB_Md_Re1,Tpa_SM_WB_Md_Re2,Tpa_SM_WB_Md_Re3,lg_pos,gene_rel_midpoint,multi_lg,all_lg
TPA_01005,966,NA,5_Tpa_b3v08_scaf001908,42698,-0.758766598117498,X,X,1,2,1,2,9,4,5,6,8,7,7,10,2,4,6,0,6,2,1,7,7,2,7,4,NA,NA,NA,NA
TPA_01006,453,NA,5_Tpa_b3v08_scaf001908,42698,-0.758766598117498,X,X,4,1,5,3,2,1,7,2,5,15,7,8,0,4,1,1,3,0,0,6,8,4,8,9,NA,NA,NA,NA
TPA_01007,627,NA,5_Tpa_b3v08_scaf002405,38518,0.30680934667131,A,A,2383,2828,2619,2,0,32,2,2,0,205,165,423,2143,4205,4036,2,0,1,2,7,1,586,517,992,NA,NA,NA,NA
TPA_01008,708,NA,5_Tpa_b3v08_scaf002405,38518,0.30680934667131,A,A,17,31,12,12,21,33,3,3,0,2,8,5,17,50,28,26,21,49,6,1,0,10,10,20,NA,NA,NA,NA
TPA_01009,2597,HOG_16477,5_Tpa_b3v08_scaf004152,28993,-0.0981171881621147,A,A,398,655,403,1268,1524,835,852,1277,804,473,1365,1348,534,795,800,640,981,845,425,419,415,693,1347,1012,NA,NA,NA,NA
TPA_01010,375,NA,5_Tpa_b3v08_scaf004152,28993,-0.0981171881621147,A,A,38,58,73,30,46,111,103,92,171,97,98,99,103,77,81,107,72,75,197,116,108,99,84,111,NA,NA,NA,NA
TPA_01011,1725,NA,5_Tpa_b3v08_scaf004152,28993,-0.0981171881621147,A,A,134,167,201,276,209,260,1272,1168,1330,432,823,685,165,205,297,199,208,205,1059,1017,1096,466,730,502,NA,NA,NA,NA
TPA_01012,1792,NA,5_Tpa_b3v08_scaf006568,21582,-0.0606783159638747,A,A,32,79,86,82,113,130,218,235,289,69,197,162,69,125,46,62,108,58,152,171,143,163,114,83,NA,NA,NA,NA
TPA_01013,861,HOG_22279,5_Tpa_b3v08_scaf006568,21582,-0.0606783159638747,A,A,175,283,270,253,567,317,514,411,399,200,447,455,417,299,357,410,347,372,412,594,601,369,431,339,NA,NA,NA,NA
TPA_01014,2730,NA,5_Tpa_b3v08_scaf002847,35486,0.0813795215396329,A,A,118,190,163,185,245,297,424,457,438,187,432,380,234,273,278,258,276,254,2323,1561,558,337,405,497,NA,NA,NA,NA
TPA_01015,201,NA,5_Tpa_b3v08_scaf005889,23318,-0.0513592484455669,A,A,1,1,1,1,1,0,0,0,0,7,2,3,2,1,1,0,0,0,1,0,1,8,9,3,NA,NA,NA,NA
TPA_01016,2022,NA,5_Tpa_b3v08_scaf005889,23318,-0.0513592484455669,A,A,16,45,33,14,31,13,35,15,19,56,65,61,20,29,26,13,11,13,8,16,24,86,57,91,NA,NA,NA,NA
TPA_01017,996,NA,5_Tpa_b3v08_scaf005889,23318,-0.0513592484455669,A,A,18,43,30,16,46,8,30,43,24,56,74,53,20,25,19,15,20,15,14,11,20,56,39,76,NA,NA,NA,NA
TPA_01018,480,NA,5_Tpa_b3v08_scaf000102,106349,0.153385483529662,A,A,0,1,1,0,2,2,0,1,2,1,0,1,1,0,3,0,0,0,3,1,9,4,3,14,NA,NA,NA,NA
TPA_01019,2590,NA,5_Tpa_b3v08_scaf000102,106349,0.153385483529662,A,A,396,505,625,568,463,829,5663,4377,5929,1173,1009,1792,540,598,702,508,470,593,2613,1697,2467,727,793,864,NA,NA,NA,NA
TPA_01020,853,NA,5_Tpa_b3v08_scaf000102,106349,0.153385483529662,A,A,7,5,5,9,9,3,11,16,13,40,20,38,10,8,6,4,5,1,23,38,171,12,53,41,NA,NA,NA,NA
TPA_01021,1209,NA,5_Tpa_b3v08_scaf000102,106349,0.153385483529662,A,A,13,12,8,9,19,7,17,8,16,51,42,43,13,12,12,3,7,5,40,58,198,25,57,75,NA,NA,NA,NA
TPA_01022,1167,NA,5_Tpa_b3v08_scaf001048,54351,0.0258035554303231,A,A,2,8,7,7,7,5,27,11,22,14,30,16,5,12,2,4,16,4,21,25,57,20,25,31,lg4,56153555,NO,lg4
TPA_01023,207,NA,5_Tpa_b3v08_scaf001048,54351,0.0258035554303231,A,A,2,7,2,13,6,4,3,1,2,9,10,27,3,4,6,2,17,2,0,3,2,4,27,12,lg4,56169656,NO,lg4
TPA_01024,1032,HOG_19139,5_Tpa_b3v08_scaf001048,54351,0.0258035554303231,A,A,24,21,28,43,42,32,18,10,25,35,82,108,11,62,48,15,59,22,0,6,5,42,120,62,lg4,56178463,NO,lg4
TPA_01025,306,NA,5_Tpa_b3v08_scaf001048,54351,0.0258035554303231,A,A,0,2,0,2,2,1,0,0,2,3,3,2,1,1,1,0,2,2,0,0,1,2,10,3,lg4,56192103,NO,lg4
TPA_01026,1561,HOG_17242,5_Tpa_b3v08_scaf000781,59630,0.0647076877900477,A,A,42,96,75,97,124,108,333,321,267,204,343,336,66,122,92,84,109,81,140,157,179,336,351,447,NA,NA,NA,NA
TPA_01027,2163,HOG_16941,5_Tpa_b3v08_scaf000781,59630,0.0647076877900477,A,A,41,38,40,73,61,69,293,259,293,123,230,185,37,63,51,24,71,51,59,100,148,155,188,173,NA,NA,NA,NA
TPA_01028,3984,NA,5_Tpa_b3v08_scaf007685,19230,-0.223440664544287,A,A,51,26,26,26,25,21,132,60,76,85,139,127,15,44,30,11,19,19,54,145,170,103,127,155,lg8,65155611,NO,lg8
TPA_01029,1535,NA,5_Tpa_b3v08_scaf000330,76628,0.132314232454156,A,A,3,7,8,2,0,3,346,1574,922,229,42,15,2,1,7,0,1,6,10,19,0,5,3,0,lg10,23372329,NO,lg10
TPA_01030,1942,NA,5_Tpa_b3v08_scaf000330,76628,0.132314232454156,A,A,26,20,23,4,7,7,7,4,15,3,9,32,19,58,50,6,3,3,39,29,61,21,43,51,lg10,23402125,NO,lg10
TPA_01031,798,NA,5_Tpa_b3v08_scaf000330,76628,0.132314232454156,A,A,1,1,2,0,0,0,1,2,0,1,3,5,3,2,6,0,1,0,2,3,9,3,4,4,lg10,23421198,NO,lg10
TPA_01032,15717,HOG_16688,5_Tpa_b3v08_scaf003543,31753,0.182498862169895,A,A,96,139,164,134,189,181,409,311,454,159,324,417,140,179,143,149,175,115,696,805,1276,272,420,354,lg4,65393015,NO,lg4
TPA_01033,794,NA,5_Tpa_b3v08_scaf001232,51208,0.171503688376391,A,A,1,9,3,6,3,11,0,1,6,8,10,14,6,9,13,4,3,5,251,172,319,47,26,123,NA,NA,NA,NA
TPA_01034,10887,NA,5_Tpa_b3v08_scaf001232,51208,0.171503688376391,A,A,137,192,193,229,257,302,622,465,669,270,264,336,174,276,223,259,237,283,371,470,612,266,321,345,NA,NA,NA,NA
TPA_01035,6947,HOG_15550,5_Tpa_b3v08_scaf006953,20748,0.167883676620204,A,A,96,118,122,173,172,156,1080,901,1464,219,154,363,113,204,179,133,221,167,172,212,158,176,450,274,NA,NA,NA,NA
TPA_01036,6594,HOG_17222,5_Tpa_b3v08_scaf003648,31168,0.214109888587696,A,A,173,261,237,270,341,367,728,629,769,297,205,456,235,300,307,260,237,284,399,467,716,354,364,505,NA,NA,NA,NA
TPA_01037,3126,NA,5_Tpa_b3v08_scaf000520,66716,-0.808268522564176,X,X,19,35,14,10,17,7,48,15,27,106,73,80,14,22,14,2,2,6,10,26,65,30,86,75,NA,NA,NA,NA
TPA_01038,3237,HOG_15105,5_Tpa_b3v08_scaf003759,30703,0.019251455425707,A,A,25,17,12,18,17,11,224,119,148,73,36,137,26,53,24,32,42,26,428,603,649,124,172,132,NA,NA,NA,NA
TPA_01039,1465,HOG_563,5_Tpa_b3v08_scaf003759,30703,0.019251455425707,A,A,3,6,1,3,4,3,175,66,233,17,35,51,4,15,3,7,8,1,193,175,216,41,39,22,NA,NA,NA,NA
TPA_01040,1032,HOG_18945,5_Tpa_b3v08_scaf003759,30703,0.019251455425707,A,A,0,2,3,1,1,0,15,6,21,2,11,6,1,3,3,2,0,2,17,20,32,2,15,7,NA,NA,NA,NA
TPA_01041,174,NA,5_Tpa_b3v08_scaf003759,30703,0.019251455425707,A,A,1,1,0,0,0,0,9,4,14,3,5,5,0,1,0,0,2,0,10,5,14,1,6,2,NA,NA,NA,NA
TPA_01042,2953,NA,5_Tpa_b3v08_scaf007189,20241,0.206957772347157,A,A,7,7,86,4,8,47,23,17,162,155,94,173,9,6,6,10,6,6,371,270,179,179,155,167,NA,NA,NA,NA
TPA_01043,5895,HOG_15805,5_Tpa_b3v08_scaf000629,63660,-0.690894199744431,X,A,125,124,155,264,191,276,80,25,48,147,213,288,188,268,184,300,369,231,20,87,38,203,280,273,lgX_ordNA_scaf3244,3004105,NO,lgX_ordNA_scaf3244
TPA_01044,5505,HOG_1440,5_Tpa_b3v08_scaf000695,61752,-0.0153127334261386,A,A,173,173,178,59,38,81,549,684,580,1216,1472,1927,189,4158,172,154,188,103,64,183,183,810,2558,3045,NA,NA,NA,NA
TPA_01045,606,NA,5_Tpa_b3v08_scaf000346,75817,-0.381249054005101,A,A,1,3,2,2,4,1,5,3,3,8,15,10,1,3,2,0,1,0,5,8,8,2,13,19,NA,NA,NA,NA
TPA_01046,11367,HOG_5759,5_Tpa_b3v08_scaf000346,75817,-0.381249054005101,A,A,215,317,226,305,398,333,862,857,735,146,199,361,267,466,345,297,379,373,191,170,200,218,402,376,NA,NA,NA,NA
TPA_01047,2575,NA,5_Tpa_b3v08_scaf000346,75817,-0.381249054005101,A,A,159,397,182,208,343,199,423,393,294,220,187,222,120,283,315,155,267,221,88,59,73,176,262,332,NA,NA,NA,NA
TPA_01048,4058,NA,5_Tpa_b3v08_scaf000410,72318,0.094914898248181,A,A,19,7,11,5,9,5,29,16,33,22,46,64,7,14,9,4,11,4,60,41,48,21,81,45,lg3,89794422,NO,lg3
TPA_01049,354,NA,5_Tpa_b3v08_scaf000410,72318,0.094914898248181,A,A,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,20,10,5,3,5,lg3,89746020,NO,lg3
TPA_01050,2076,HOG_19969,5_Tpa_b3v08_scaf000149,95683,0.0525925968132774,A,A,0,0,0,0,0,1,0,2,0,43,65,71,0,0,0,0,0,0,0,3,1,90,99,74,lg4,96310227,NO,lg4
TPA_01051,561,NA,5_Tpa_b3v08_scaf000149,95683,0.0525925968132774,A,A,0,0,5,0,1,13,0,0,0,14,39,23,1,0,5,0,0,12,6,6,2,22,37,3,lg4,96281175,NO,lg4
TPA_01052,306,NA,5_Tpa_b3v08_scaf000149,95683,0.0525925968132774,A,A,0,0,0,0,0,0,0,2,0,4,15,19,0,0,0,0,0,1,2,9,1,14,19,5,lg4,96260042,NO,lg4
TPA_01053,657,NA,5_Tpa_b3v08_scaf001071,53853,0.0931767261044681,A,A,1857,13364,3391,99,478,56,3798,2787,2211,5814,6346,8165,676,3628,1762,201,464,265,2261,3743,3114,1281,1356,4887,NA,NA,NA,NA
TPA_01054,687,NA,5_Tpa_b3v08_scaf001071,53853,0.0931767261044681,A,A,0,1,1,0,2,0,2,1,3,1,3,6,0,5,2,0,0,0,3,3,0,2,2,4,NA,NA,NA,NA
TPA_01055,564,NA,5_Tpa_b3v08_scaf001071,53853,0.0931767261044681,A,A,0,3,1,1,2,0,3,3,1,4,4,6,0,1,1,0,3,0,4,6,5,1,3,5,NA,NA,NA,NA
TPA_01056,828,NA,5_Tpa_b3v08_scaf001071,53853,0.0931767261044681,A,A,1,0,0,1,2,1,4,1,4,1,2,8,2,0,3,2,1,0,4,2,6,1,5,1,NA,NA,NA,NA
TPA_01057,3495,NA,5_Tpa_b3v08_scaf000778,59707,0.169141376490519,A,A,14,11,14,9,12,13,48,34,43,22,35,81,8,23,9,7,22,3,201,244,429,89,97,73,NA,NA,NA,NA
TPA_01058,1377,NA,5_Tpa_b3v08_scaf000778,59707,0.169141376490519,A,A,79,99,84,108,108,135,650,708,656,358,608,738,162,103,132,232,88,101,377,170,150,153,188,213,NA,NA,NA,NA
TPA_01059,1548,NA,5_Tpa_b3v08_scaf000635,63459,0.0542881762571404,A,A,12,46,53,2,2,2,212,265,324,339,446,310,12,23,41,5,3,4,92,26,100,262,175,156,NA,NA,NA,NA
TPA_01060,951,HOG_20847,5_Tpa_b3v08_scaf000635,63459,0.0542881762571404,A,A,20,96,218,1,7,5,575,586,784,945,1152,977,38,103,141,13,22,11,270,150,318,745,601,531,NA,NA,NA,NA
TPA_01061,408,NA,5_Tpa_b3v08_scaf000635,63459,0.0542881762571404,A,A,45,58,79,71,109,116,139,147,177,62,149,131,104,78,113,90,95,145,283,340,232,103,125,153,NA,NA,NA,NA
TPA_01062,1902,NA,5_Tpa_b3v08_scaf000167,92356,0.0563818672327638,A,A,4,9,0,4,13,1,27,39,28,15,26,23,1,6,4,0,2,3,2,10,29,2,20,23,NA,NA,NA,NA
TPA_01063,4634,NA,5_Tpa_b3v08_scaf000167,92356,0.0563818672327638,A,A,0,1,1,1,0,2,3184,901,1541,2779,2,6,2,0,2,3,1,0,77,44,179,16,2,27,NA,NA,NA,NA
TPA_01064,1092,NA,5_Tpa_b3v08_scaf000167,92356,0.0563818672327638,A,A,0,0,0,0,0,1,387,39,55,384,1,0,0,0,2,0,0,0,1,1,2,0,1,2,NA,NA,NA,NA
TPA_01065,4118,NA,5_Tpa_b3v08_scaf000066,118806,0.0841739359491303,A,A,1,13,3,1,32,2,0,96,0,5,7,112,0,0,0,0,2,0,631,779,1102,159,187,204,lg4,83224090,NO,lg4
TPA_01066,955,HOG_1274,5_Tpa_b3v08_scaf002377,38698,0.268613669288531,A,A,179,291,216,301,322,291,504,587,607,247,340,455,215,305,274,323,271,241,864,749,802,452,375,453,NA,NA,NA,NA
TPA_01067,974,NA,5_Tpa_b3v08_scaf002377,38698,0.268613669288531,A,A,9,18,21,17,9,10,466,314,605,87,54,66,35,22,26,21,6,14,381,272,474,98,54,89,NA,NA,NA,NA
TPA_01068,1963,HOG_22523,5_Tpa_b3v08_scaf002377,38698,0.268613669288531,A,A,82,84,88,93,149,127,300,371,413,126,86,135,80,118,121,114,123,106,172,226,158,129,126,123,NA,NA,NA,NA
TPA_01069,1024,NA,5_Tpa_b3v08_scaf002306,39192,0.00773903399008064,A,A,4,0,0,0,1,1,0,0,0,0,2,2,2,4,3,0,1,2,0,1,4,1,2,3,NA,NA,NA,NA
TPA_01070,1572,NA,5_Tpa_b3v08_scaf002306,39192,0.00773903399008064,A,A,23,44,47,44,43,51,129,170,155,49,75,133,36,76,80,25,51,42,191,426,456,110,155,145,NA,NA,NA,NA
TPA_01071,12019,NA,5_Tpa_b3v08_scaf002049,41249,0.00758257759926877,A,A,184,181,119,174,267,158,250,104,188,371,315,504,131,186,122,82,145,103,519,819,1674,330,565,586,NA,NA,NA,NA
TPA_01072,5654,NA,5_Tpa_b3v08_scaf001138,52811,-0.00802847309489651,A,A,37,18,14,28,22,9,49,11,14,151,129,149,19,35,12,8,5,8,49,168,202,111,175,276,NA,NA,NA,NA
TPA_01073,2500,NA,5_Tpa_b3v08_scaf010246,15105,-0.0177080227615719,A,A,31,35,15,39,40,15,333,303,128,89,48,110,23,61,74,15,13,37,91,286,320,101,146,74,NA,NA,NA,NA
TPA_01074,660,NA,5_Tpa_b3v08_scaf010246,15105,-0.0177080227615719,A,A,85,79,161,387,380,374,32,27,18,93,464,479,254,221,357,271,204,361,15,20,17,201,562,261,NA,NA,NA,NA
TPA_01075,961,NA,5_Tpa_b3v08_scaf006539,21636,0.198091887324389,A,A,7,13,13,21,13,16,38,39,53,12,28,26,14,16,7,12,14,4,68,66,61,14,16,30,NA,NA,NA,NA
TPA_01076,1299,NA,5_Tpa_b3v08_scaf006539,21636,0.198091887324389,A,A,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA
TPA_01077,930,NA,5_Tpa_b3v08_scaf006539,21636,0.198091887324389,A,A,6,0,4,0,1,1,5,1,7,1,4,5,2,3,0,1,1,0,15,29,7,5,5,10,NA,NA,NA,NA
TPA_01078,1015,NA,5_Tpa_b3v08_scaf001976,41991,0.068331967564967,A,A,37,109,64,42,17,41,84,46,64,77,136,313,30,1033,90,31,69,58,211,778,256,178,407,402,NA,NA,NA,NA
TPA_01079,432,NA,5_Tpa_b3v08_scaf001976,41991,0.068331967564967,A,A,18,56,42,32,62,64,60,88,78,41,69,111,25,64,38,32,48,30,39,80,130,72,129,80,NA,NA,NA,NA
TPA_01080,2481,HOG_3083,5_Tpa_b3v08_scaf001976,41991,0.068331967564967,A,A,3,2,2,1,6,6,8,3,8,6,22,21,6,5,7,3,5,9,12,18,46,4,24,29,NA,NA,NA,NA
TPA_01081,487,NA,5_Tpa_b3v08_scaf004864,26355,-0.265388959558373,A,A,6,10,18,5,16,13,54,44,81,13,71,50,8,21,10,17,24,10,28,39,44,27,45,21,NA,NA,NA,NA
TPA_01082,3441,NA,5_Tpa_b3v08_scaf004864,26355,-0.265388959558373,A,A,40,49,57,71,49,70,574,243,560,123,520,259,29,110,84,34,81,60,150,271,404,143,297,161,NA,NA,NA,NA
TPA_01083,2335,HOG_19377,5_Tpa_b3v08_scaf004527,27539,-0.0897022628193885,A,A,374,178,128,291,120,145,4,0,2,28,74,310,928,956,768,455,1052,461,275,1269,1500,428,576,734,NA,NA,NA,NA
TPA_01084,403,NA,5_Tpa_b3v08_scaf004527,27539,-0.0897022628193885,A,A,55,70,61,64,77,78,245,257,344,108,148,163,72,88,77,72,78,88,182,185,227,102,106,146,NA,NA,NA,NA
TPA_01085,864,NA,5_Tpa_b3v08_scaf004261,28576,-0.730853866559796,X,X,1,0,0,0,0,0,15,104,46,83,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
TPA_01086,714,NA,5_Tpa_b3v08_scaf004261,28576,-0.730853866559796,X,X,1,0,0,0,1,0,42,217,132,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
TPA_01087,1347,NA,5_Tpa_b3v08_scaf004261,28576,-0.730853866559796,X,X,0,1,0,0,0,1,158,1362,468,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
TPA_01088,1939,NA,5_Tpa_b3v08_scaf011563,13437,-0.191621891135969,A,A,639,736,435,796,739,464,547,360,299,1031,1766,1505,350,1087,963,391,877,787,83,203,185,1001,1422,1308,NA,NA,NA,NA
TPA_01089,2712,NA,5_Tpa_b3v08_scaf011563,13437,-0.191621891135969,A,A,1565,2753,1997,3633,4178,2746,2614,2479,1903,2736,5247,3939,1800,3079,3397,2287,3759,3484,784,1143,908,2941,3731,3484,NA,NA,NA,NA
TPA_01090,1694,NA,5_Tpa_b3v08_scaf001678,45140,-0.0537349979568012,A,A,3,3,3,10,5,7,49,30,66,25,20,39,6,14,6,1,11,5,229,229,287,65,58,54,NA,NA,NA,NA
TPA_01091,1956,HOG_22833,5_Tpa_b3v08_scaf001678,45140,-0.0537349979568012,A,A,21,26,39,43,49,64,145,122,209,65,66,65,30,44,60,40,36,38,112,124,133,69,67,83,NA,NA,NA,NA
TPA_01092,2914,HOG_1109,5_Tpa_b3v08_scaf001678,45140,-0.0537349979568012,A,A,35,43,78,54,59,90,191,117,232,82,74,124,61,76,97,63,66,87,187,169,150,74,118,108,NA,NA,NA,NA
TPA_01093,279,NA,5_Tpa_b3v08_scaf000275,81291,0.226004594504516,A,A,10,8,17,58,19,41,48,43,43,19,46,61,43,34,49,36,36,66,8,11,12,42,92,37,NA,NA,NA,NA
TPA_01094,471,NA,5_Tpa_b3v08_scaf000275,81291,0.226004594504516,A,A,67,44,64,164,118,124,147,131,130,58,166,179,130,140,187,101,147,193,36,38,26,100,214,125,NA,NA,NA,NA
TPA_01095,5052,HOG_16571,5_Tpa_b3v08_scaf000275,81291,0.226004594504516,A,A,1000,704,991,1764,1150,1631,1356,1251,1424,656,1497,2128,1858,1923,2358,1980,2027,2624,631,525,419,1582,2268,1392,NA,NA,NA,NA
TPA_01096,2628,NA,5_Tpa_b3v08_scaf002101,40853,0.0892918751104527,A,A,52,11,29,54,44,13,4,4,1,110,117,157,23,19,24,19,17,15,7,28,53,46,164,244,NA,NA,NA,NA
TPA_01097,938,NA,5_Tpa_b3v08_scaf000243,83953,-0.796348307964449,X,X,12,15,5,6,8,13,10,13,7,10,11,19,16,28,25,9,8,13,1,1,2,9,25,21,lgX_ordNA_scaf699,8740666,NO,lgX_ordNA_scaf699
TPA_01098,648,NA,5_Tpa_b3v08_scaf000243,83953,-0.796348307964449,X,X,1,2,0,0,0,0,3,1,0,1,0,2,2,2,1,0,1,1,0,0,0,2,1,1,lgX_ordNA_scaf699,8746081,NO,lgX_ordNA_scaf699
TPA_01099,207,NA,5_Tpa_b3v08_scaf000243,83953,-0.796348307964449,X,X,2,3,2,2,2,1,1,0,0,0,1,2,3,1,3,1,1,2,0,0,0,1,2,6,lgX_ordNA_scaf699,8765926,NO,lgX_ordNA_scaf699
TPA_01100,915,NA,5_Tpa_b3v08_scaf000243,83953,-0.796348307964449,X,X,33,56,33,26,14,17,16,8,3,10,18,32,45,64,63,23,27,17,1,2,2,34,33,39,lgX_ordNA_scaf699,8793539,NO,lgX_ordNA_scaf699
TPA_01101,2079,NA,5_Tpa_b3v08_scaf002436,38335,0.108314884226076,A,A,30,50,56,38,52,64,76,113,85,188,248,453,50,604,54,69,45,56,116,116,103,250,263,507,lg4,86413665,NO,lg4
TPA_01102,2679,HOG_23453,5_Tpa_b3v08_scaf002436,38335,0.108314884226076,A,A,54,55,63,67,48,87,176,200,261,111,89,135,70,91,109,61,79,76,293,195,396,198,130,167,lg4,86427430,NO,lg4
TPA_01103,639,HOG_299,5_Tpa_b3v08_scaf002436,38335,0.108314884226076,A,A,16,16,14,17,5,22,113,58,172,37,44,72,21,26,19,18,3,19,250,255,235,66,78,54,lg4,86433886,NO,lg4
TPA_01104,459,NA,5_Tpa_b3v08_scaf002027,41440,0.160600985383729,A,A,5,1,0,9,0,1,3,5,3,2,0,6,1,7,1,2,5,1,0,5,3,2,6,0,NA,NA,NA,NA
TPA_01105,1031,NA,5_Tpa_b3v08_scaf002027,41440,0.160600985383729,A,A,14,17,20,25,24,23,118,90,102,37,42,55,19,26,29,16,18,25,110,228,324,45,70,70,NA,NA,NA,NA
TPA_01106,1407,HOG_16773,5_Tpa_b3v08_scaf002027,41440,0.160600985383729,A,A,46,70,79,71,101,94,296,256,276,97,124,161,62,103,121,75,96,73,444,790,863,275,241,270,NA,NA,NA,NA
TPA_01107,1609,NA,5_Tpa_b3v08_scaf002027,41440,0.160600985383729,A,A,141,109,111,312,170,159,771,500,402,190,239,251,87,202,156,104,232,174,41,82,69,152,293,242,NA,NA,NA,NA
TPA_01108,8006,NA,5_Tpa_b3v08_scaf001042,54401,0.178318885948148,A,A,101,65,98,84,76,94,70,63,107,75,92,153,138,224,105,85,201,97,280,247,212,105,228,161,NA,NA,NA,NA
TPA_01109,309,NA,5_Tpa_b3v08_scaf001042,54401,0.178318885948148,A,A,1,1,0,1,0,0,0,2,1,2,2,2,1,1,0,0,0,0,2,2,2,2,1,3,NA,NA,NA,NA
TPA_01110,4466,NA,5_Tpa_b3v08_scaf000632,63502,0.204257423270754,A,A,21,31,17,9,11,5,7,13,2,202,123,162,88,44,138,35,11,83,221,274,169,102,198,201,NA,NA,NA,NA
TPA_01111,564,NA,5_Tpa_b3v08_scaf000180,90726,0.0299328253812605,A,A,11,7,4,14,6,8,31,16,18,24,40,58,9,16,6,3,7,7,34,32,48,35,56,44,NA,NA,NA,NA
TPA_01112,1341,NA,5_Tpa_b3v08_scaf000180,90726,0.0299328253812605,A,A,130,95,88,133,165,124,345,352,281,162,308,304,66,164,102,91,111,85,196,208,210,160,310,274,NA,NA,NA,NA
TPA_01113,3225,HOG_4406,5_Tpa_b3v08_scaf000180,90726,0.0299328253812605,A,A,936,1027,1123,975,879,1235,776,654,857,814,1307,1492,1083,1396,1191,820,833,885,639,571,709,1339,1653,1776,NA,NA,NA,NA
TPA_01114,2748,HOG_16387,5_Tpa_b3v08_scaf001432,48162,-0.0532298217324837,A,A,5,9,4,4,8,2,21,15,27,11,17,17,2,2,5,1,0,2,17,37,46,5,10,15,NA,NA,NA,NA
TPA_01115,2095,NA,5_Tpa_b3v08_scaf001432,48162,-0.0532298217324837,A,A,23,7,12,5,9,2,20,12,21,62,81,75,5,21,19,7,14,6,40,60,154,28,92,77,NA,NA,NA,NA
TPA_01116,573,NA,5_Tpa_b3v08_scaf001959,42139,0.204812090061649,A,A,15,31,18,27,29,34,208,171,194,47,93,93,15,20,21,17,17,29,131,106,168,46,51,56,NA,NA,NA,NA
TPA_01117,4536,HOG_21633,5_Tpa_b3v08_scaf001959,42139,0.204812090061649,A,A,254,290,312,326,391,425,718,682,676,355,389,422,329,438,483,314,393,412,471,464,422,457,390,584,NA,NA,NA,NA
TPA_01118,3220,HOG_16671,5_Tpa_b3v08_scaf002153,40457,0.0891345014039994,A,A,433,219,206,594,320,301,1298,1870,1242,588,766,608,165,319,311,255,454,320,534,760,762,334,659,640,NA,NA,NA,NA
TPA_01119,1011,NA,5_Tpa_b3v08_scaf000939,56496,0.0821196041058025,A,A,190,193,156,225,186,230,556,545,539,242,211,278,172,244,236,203,271,263,309,418,243,210,240,275,NA,NA,NA,NA
TPA_01120,2197,HOG_11506,5_Tpa_b3v08_scaf000939,56496,0.0821196041058025,A,A,119,133,134,215,141,210,1005,774,1197,370,500,442,133,236,187,142,209,163,395,511,421,263,502,400,NA,NA,NA,NA
TPA_01121,1053,NA,5_Tpa_b3v08_scaf007327,19941,-0.0866787274985772,A,A,0,0,3,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,3,2,4,2,2,3,NA,NA,NA,NA
TPA_01122,1251,NA,5_Tpa_b3v08_scaf007327,19941,-0.0866787274985772,A,A,4,2,1,0,1,0,1,0,0,0,9,12,1,7,2,0,1,1,28,2,29,9,13,7,NA,NA,NA,NA
TPA_01123,447,NA,5_Tpa_b3v08_scaf007327,19941,-0.0866787274985772,A,A,1,2,0,0,1,0,0,0,0,0,2,7,0,1,2,0,0,0,23,81,22,5,12,8,NA,NA,NA,NA
TPA_01124,535,HOG_1525,5_Tpa_b3v08_scaf002483,37980,0.235640044966043,A,A,210,271,244,326,472,344,631,735,522,333,397,668,218,270,237,348,330,206,658,645,515,386,395,350,NA,NA,NA,NA
TPA_01125,819,NA,5_Tpa_b3v08_scaf002483,37980,0.235640044966043,A,A,0,0,0,0,2,0,1,2,1,2,1,3,1,1,0,0,0,1,1,0,2,1,1,4,NA,NA,NA,NA
TPA_01126,651,NA,5_Tpa_b3v08_scaf002483,37980,0.235640044966043,A,A,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,94,150,150,23,17,32,NA,NA,NA,NA
